ID_Cliente,Edad,Categoria,Precio,Calificacion,Texto_Resena,Fecha_Compra,Recomendado,Departamento,Tipo_Envio,Mes,Cluster
1522,29.0,Vestidos,73.99,4,Muy cómodo y elegante para la oficina.,2023-06-03,1,Ropa Mujer,Estándar,6,2
1523,23.0,Chaquetas,122.0,5,Excelente calidad y envío rápido.,2023-09-30,1,Niños,Express,9,2
1524,60.0,Vestidos,143.64,5,"Superó mis expectativas, volveré a comprar.",2023-12-28,1,Ropa Mujer,Express,12,1
1525,25.0,Chaquetas,46.33,4,"Me encanta este producto, la tela es suave.",2023-07-06,1,Deportes,Estándar,7,2
1526,37.0,Pantalones,130.45,4,"Superó mis expectativas, volveré a comprar.",2023-03-15,1,Ropa Hombre,Express,3,1
1527,53.0,Accesorios,140.04,3,"Producto promedio, cumple su función.",2023-08-04,0,Niños,Express,8,1
1528,59.0,Chaquetas,129.49,5,"Totalmente recomendado, me queda perfecto.",2023-10-05,1,Niños,Express,10,1
1529,54.0,Vestidos,69.37,5,"Superó mis expectativas, volveré a comprar.",2023-01-10,1,Ropa Mujer,Estándar,1,0
1530,53.0,Blusas,68.71,5,"Totalmente recomendado, me queda perfecto.",2023-05-09,1,Ropa Hombre,Estándar,5,0
1531,49.0,Blusas,80.01,4,El color es vibrante y el diseño hermoso.,2023-04-27,1,Ropa Mujer,Express,4,0
1532,47.0,Vestidos,143.38,4,Muy cómodo y elegante para la oficina.,2023-01-17,1,Deportes,Express,1,1
1533,35.0,Accesorios,67.15,4,Excelente calidad y envío rápido.,2023-11-20,1,Niños,Estándar,11,2
1534,18.0,Pantalones,40.87,5,El color es vibrante y el diseño hermoso.,2023-12-09,1,Ropa Mujer,Estándar,12,2
1535,27.0,Vestidos,116.49,3,"Está bien, pero esperaba algo mejor.",2023-10-05,0,Deportes,Express,10,2
1536,51.0,Accesorios,143.31,4,"Totalmente recomendado, me queda perfecto.",2023-11-08,1,Ropa Mujer,Express,11,1
1537,68.0,Accesorios,59.06,5,"Superó mis expectativas, volveré a comprar.",2023-07-07,1,Deportes,Estándar,7,0
1538,24.0,Pantalones,69.13,5,Excelente calidad y envío rápido.,2023-03-25,1,Niños,Estándar,3,2
1539,32.0,Pantalones,42.6,3,"Llegó a tiempo, calidad aceptable.",2023-04-22,0,Niños,Estándar,4,2
1540,56.0,Chaquetas,24.61,1,El envío tardó demasiado y llegó dañado.,2023-07-14,0,Ropa Hombre,Estándar,7,0
1541,64.0,Vestidos,21.43,5,"Superó mis expectativas, volveré a comprar.",2023-01-24,1,Niños,Estándar,1,0
1542,41.0,Pantalones,35.47,5,"Superó mis expectativas, volveré a comprar.",2023-09-05,1,Niños,Estándar,9,0
1543,69.0,Accesorios,67.9,4,"Me encanta este producto, la tela es suave.",2023-11-09,1,Ropa Mujer,Estándar,11,0
1544,23.0,Accesorios,146.37,3,La talla es correcta pero el color varía.,2023-11-13,0,Ropa Mujer,Express,11,2
1545,37.0,Vestidos,15.2,5,El color es vibrante y el diseño hermoso.,2023-11-28,1,Niños,Estándar,11,0
1546,55.0,Vestidos,101.49,4,"Superó mis expectativas, volveré a comprar.",2023-12-09,1,Deportes,Express,12,1
1547,67.0,Accesorios,49.13,3,"Está bien, pero esperaba algo mejor.",2023-02-16,1,Ropa Mujer,Estándar,2,0
1548,53.0,Accesorios,94.74,4,"Totalmente recomendado, me queda perfecto.",2023-10-14,1,Ropa Hombre,Express,10,1
1549,59.0,Pantalones,37.59,5,"Me encanta este producto, la tela es suave.",2023-05-19,1,Niños,Estándar,5,0
1551,42.0,Vestidos,90.61,5,"Me encanta este producto, la tela es suave.",2023-02-20,1,Ropa Mujer,Express,2,2
1552,53.0,Blusas,75.59,2,El envío tardó demasiado y llegó dañado.,2023-07-17,0,Ropa Mujer,Estándar,7,0
1553,18.0,Pantalones,129.81,3,La talla es correcta pero el color varía.,2023-06-18,0,Deportes,Express,6,2
1554,46.0,Blusas,43.81,4,"Superó mis expectativas, volveré a comprar.",2023-01-03,1,Ropa Mujer,Estándar,1,0
1555,34.0,Blusas,105.59,4,"Me encanta este producto, la tela es suave.",2023-12-03,1,Niños,Express,12,2
1556,20.0,Pantalones,83.4,3,"Llegó a tiempo, calidad aceptable.",2023-12-05,1,Deportes,Express,12,2
1557,60.0,Chaquetas,16.54,5,Muy cómodo y elegante para la oficina.,2023-06-11,1,Deportes,Estándar,6,0
1558,21.0,Vestidos,125.31,4,"Me encanta este producto, la tela es suave.",2023-06-17,1,Ropa Mujer,Express,6,2
1559,36.0,Accesorios,56.69,4,"Superó mis expectativas, volveré a comprar.",2023-08-28,1,Ropa Mujer,Estándar,8,2
1560,52.0,Vestidos,45.61,5,"Me encanta este producto, la tela es suave.",2023-05-28,1,Niños,Estándar,5,0
1561,48.0,Chaquetas,54.16,5,"Totalmente recomendado, me queda perfecto.",2023-11-09,1,Niños,Estándar,11,0
1562,54.0,Vestidos,127.43,5,Excelente calidad y envío rápido.,2023-11-24,1,Ropa Hombre,Express,11,1
1563,50.0,Blusas,53.83,3,"Producto promedio, cumple su función.",2023-04-07,1,Niños,Estándar,4,0
1564,22.0,Blusas,69.61,1,El envío tardó demasiado y llegó dañado.,2023-02-02,0,Niños,Estándar,2,2
1565,67.0,Blusas,106.47,1,"No lo recomiendo, muy caro para lo que es.",2023-02-16,0,Deportes,Express,2,1
1566,56.0,Chaquetas,101.63,4,Muy cómodo y elegante para la oficina.,2023-08-03,1,Ropa Mujer,Express,8,1
1567,36.0,Accesorios,148.7,3,"Producto promedio, cumple su función.",2023-12-27,1,Niños,Express,12,1
1568,25.0,Pantalones,85.02,2,"No lo recomiendo, muy caro para lo que es.",2023-02-27,0,Ropa Hombre,Express,2,2
1569,22.0,Chaquetas,89.99,2,"Talla incorrecta, es demasiado pequeño.",2023-08-07,0,Ropa Hombre,Express,8,2
1570,66.0,Chaquetas,50.68,3,"Está bien, pero esperaba algo mejor.",2023-07-27,0,Deportes,Estándar,7,0
1571,19.0,Chaquetas,103.66,5,"Totalmente recomendado, me queda perfecto.",2023-10-22,1,Niños,Express,10,2
1572,44.0,Accesorios,143.44,3,La talla es correcta pero el color varía.,2023-04-18,1,Deportes,Express,4,1
1573,36.0,Chaquetas,102.55,3,La talla es correcta pero el color varía.,2023-11-19,1,Deportes,Express,11,2
1574,23.0,Vestidos,75.84,4,Muy cómodo y elegante para la oficina.,2023-08-21,1,Ropa Hombre,Estándar,8,2
1575,53.0,Vestidos,15.27,2,El envío tardó demasiado y llegó dañado.,2023-06-03,0,Niños,Estándar,6,0
1576,42.0,Pantalones,142.54,5,"Superó mis expectativas, volveré a comprar.",2023-09-05,1,Ropa Mujer,Express,9,1
1577,39.0,Chaquetas,65.43,1,"La tela es muy mala, se rompió enseguida.",2023-10-28,0,Ropa Hombre,Estándar,10,2
1578,21.0,Blusas,75.78,5,El color es vibrante y el diseño hermoso.,2023-03-14,1,Ropa Mujer,Estándar,3,2
1579,62.0,Pantalones,105.78,5,"Me encanta este producto, la tela es suave.",2023-11-26,1,Niños,Express,11,1
1580,67.0,Vestidos,59.15,5,"Superó mis expectativas, volveré a comprar.",2023-05-07,1,Ropa Hombre,Estándar,5,0
1581,42.0,Chaquetas,49.93,4,"Me encanta este producto, la tela es suave.",2023-09-05,1,Deportes,Estándar,9,0
1582,45.0,Blusas,101.09,3,"Llegó a tiempo, calidad aceptable.",2023-06-17,0,Deportes,Express,6,1
1583,56.0,Blusas,133.46,5,"Me encanta este producto, la tela es suave.",2023-03-10,1,Ropa Mujer,Express,3,1
1584,60.0,Pantalones,62.91,4,Muy cómodo y elegante para la oficina.,2023-11-10,1,Niños,Estándar,11,0
1585,50.0,Vestidos,25.96,5,Excelente calidad y envío rápido.,2023-12-04,1,Niños,Estándar,12,0
1586,55.0,Vestidos,140.92,4,Muy cómodo y elegante para la oficina.,2023-12-24,1,Niños,Express,12,1
1587,18.0,Vestidos,54.35,5,"Me encanta este producto, la tela es suave.",2023-03-14,1,Ropa Hombre,Estándar,3,2
1588,23.0,Vestidos,60.04,5,"Me encanta este producto, la tela es suave.",2023-07-01,1,Ropa Mujer,Estándar,7,2
1589,54.0,Blusas,121.3,4,"Superó mis expectativas, volveré a comprar.",2023-02-27,1,Ropa Hombre,Express,2,1
1590,60.0,Vestidos,127.54,4,Excelente calidad y envío rápido.,2023-09-09,1,Niños,Express,9,1
1591,60.0,Accesorios,23.64,5,Muy cómodo y elegante para la oficina.,2023-05-19,1,Deportes,Estándar,5,0
1592,30.0,Chaquetas,82.86,1,"No lo recomiendo, muy caro para lo que es.",2023-03-29,0,Ropa Hombre,Express,3,2
1593,21.0,Chaquetas,52.94,5,Muy cómodo y elegante para la oficina.,2023-08-30,1,Deportes,Estándar,8,2
1594,18.0,Accesorios,84.72,5,El color es vibrante y el diseño hermoso.,2023-01-21,1,Niños,Express,1,2
1595,67.0,Vestidos,126.58,4,El color es vibrante y el diseño hermoso.,2023-03-10,1,Ropa Mujer,Express,3,1
1596,18.0,Chaquetas,48.74,4,"Me encanta este producto, la tela es suave.",2023-10-04,1,Niños,Estándar,10,2
1597,69.0,Blusas,56.55,5,"Superó mis expectativas, volveré a comprar.",2023-02-05,1,Ropa Mujer,Estándar,2,0
1598,63.0,Pantalones,83.26,5,"Me encanta este producto, la tela es suave.",2023-08-01,1,Ropa Mujer,Express,8,1
1599,26.0,Vestidos,82.92,2,"No lo recomiendo, muy caro para lo que es.",2023-09-18,0,Ropa Mujer,Express,9,2
1601,26.0,Accesorios,105.94,2,"No lo recomiendo, muy caro para lo que es.",2023-04-22,0,Deportes,Express,4,2
1602,40.0,Accesorios,114.98,5,"Superó mis expectativas, volveré a comprar.",2023-05-14,1,Ropa Mujer,Express,5,1
1603,61.0,Pantalones,36.78,1,"La tela es muy mala, se rompió enseguida.",2023-05-06,0,Ropa Hombre,Estándar,5,0
1604,60.0,Pantalones,47.61,3,"Llegó a tiempo, calidad aceptable.",2023-06-11,0,Deportes,Estándar,6,0
1605,26.0,Pantalones,56.99,2,"No lo recomiendo, muy caro para lo que es.",2023-05-07,0,Niños,Estándar,5,2
1606,36.0,Chaquetas,98.2,4,"Me encanta este producto, la tela es suave.",2023-01-19,1,Niños,Express,1,2
1607,20.0,Pantalones,109.79,2,"No se parece a la foto, muy decepcionado.",2023-12-20,0,Niños,Express,12,2
1608,68.0,Accesorios,92.68,1,"Mala calidad, costuras sueltas.",2023-02-17,0,Ropa Hombre,Express,2,1
1609,66.0,Accesorios,140.97,4,Excelente calidad y envío rápido.,2023-01-17,1,Niños,Express,1,1
1610,24.0,Accesorios,118.25,4,Excelente calidad y envío rápido.,2023-11-01,1,Ropa Mujer,Express,11,2
1611,56.0,Accesorios,17.45,5,"Me encanta este producto, la tela es suave.",2023-09-08,1,Ropa Mujer,Estándar,9,0
1612,20.0,Accesorios,44.96,5,"Me encanta este producto, la tela es suave.",2023-11-06,1,Ropa Mujer,Estándar,11,2
1613,45.0,Blusas,116.61,4,Muy cómodo y elegante para la oficina.,2023-12-02,1,Niños,Express,12,1
1614,58.0,Vestidos,60.04,5,Muy cómodo y elegante para la oficina.,2023-12-05,1,Niños,Estándar,12,0
1615,36.0,Pantalones,134.15,4,"Superó mis expectativas, volveré a comprar.",2023-01-30,1,Ropa Mujer,Express,1,1
1616,57.0,Pantalones,52.92,3,"Llegó a tiempo, calidad aceptable.",2023-01-06,1,Deportes,Estándar,1,0
1617,29.0,Blusas,145.69,1,"La tela es muy mala, se rompió enseguida.",2023-02-18,0,Niños,Express,2,2
1618,62.0,Pantalones,84.3,5,El color es vibrante y el diseño hermoso.,2023-08-09,1,Ropa Hombre,Express,8,1
1619,59.0,Accesorios,44.72,3,"Llegó a tiempo, calidad aceptable.",2023-02-28,1,Deportes,Estándar,2,0
1620,21.0,Vestidos,112.57,4,"Totalmente recomendado, me queda perfecto.",2023-04-06,1,Niños,Express,4,2
1621,44.0,Vestidos,104.33,4,El color es vibrante y el diseño hermoso.,2023-06-08,1,Ropa Hombre,Express,6,1
1622,51.0,Accesorios,89.04,1,"La tela es muy mala, se rompió enseguida.",2023-09-07,0,Niños,Express,9,1
1623,54.0,Accesorios,123.41,4,"Me encanta este producto, la tela es suave.",2023-12-21,1,Ropa Hombre,Express,12,1
1624,54.0,Vestidos,111.29,3,"Llegó a tiempo, calidad aceptable.",2023-08-08,0,Niños,Express,8,1
1625,23.0,Accesorios,137.61,5,"Totalmente recomendado, me queda perfecto.",2023-10-04,1,Ropa Hombre,Express,10,2
1626,43.0,Chaquetas,93.14,4,Excelente calidad y envío rápido.,2023-11-28,1,Ropa Hombre,Express,11,1
1627,59.0,Accesorios,111.22,3,"Llegó a tiempo, calidad aceptable.",2023-11-09,0,Ropa Mujer,Express,11,1
1628,57.0,Accesorios,131.3,5,Excelente calidad y envío rápido.,2023-10-27,1,Deportes,Express,10,1
1629,28.0,Blusas,108.98,3,La talla es correcta pero el color varía.,2023-05-26,0,Ropa Hombre,Express,5,2
1630,49.0,Blusas,89.16,4,"Totalmente recomendado, me queda perfecto.",2023-06-15,1,Niños,Express,6,1
1631,20.0,Accesorios,86.38,5,"Superó mis expectativas, volveré a comprar.",2023-04-20,1,Ropa Mujer,Express,4,2
1632,30.0,Vestidos,126.21,1,"Mala calidad, costuras sueltas.",2023-07-26,0,Niños,Express,7,2
1633,21.0,Chaquetas,109.36,3,"Llegó a tiempo, calidad aceptable.",2023-09-14,1,Ropa Hombre,Express,9,2
1634,54.0,Accesorios,134.94,5,El color es vibrante y el diseño hermoso.,2023-04-30,1,Ropa Mujer,Express,4,1
1635,63.0,Pantalones,58.61,5,"Totalmente recomendado, me queda perfecto.",2023-08-20,1,Niños,Estándar,8,0
1636,46.0,Accesorios,27.73,5,"Me encanta este producto, la tela es suave.",2023-07-01,1,Ropa Hombre,Estándar,7,0
1637,55.0,Vestidos,136.92,5,"Totalmente recomendado, me queda perfecto.",2023-03-02,1,Niños,Express,3,1
1638,27.0,Vestidos,77.89,4,"Superó mis expectativas, volveré a comprar.",2023-09-26,1,Ropa Mujer,Estándar,9,2
1639,66.0,Vestidos,135.38,5,Muy cómodo y elegante para la oficina.,2023-10-31,1,Niños,Express,10,1
1640,52.0,Pantalones,117.91,1,El envío tardó demasiado y llegó dañado.,2023-12-21,0,Ropa Mujer,Express,12,1
1641,20.0,Accesorios,69.32,3,"Llegó a tiempo, calidad aceptable.",2023-01-29,0,Ropa Mujer,Estándar,1,2
1642,36.0,Vestidos,110.5,3,"Llegó a tiempo, calidad aceptable.",2023-07-30,1,Ropa Hombre,Express,7,2
1643,40.0,Vestidos,65.15,4,"Totalmente recomendado, me queda perfecto.",2023-02-20,1,Ropa Hombre,Estándar,2,0
1644,38.0,Chaquetas,102.68,5,El color es vibrante y el diseño hermoso.,2023-06-15,1,Ropa Hombre,Express,6,2
1645,42.0,Vestidos,76.39,4,Muy cómodo y elegante para la oficina.,2023-07-29,1,Niños,Estándar,7,2
1646,40.0,Vestidos,100.27,1,El envío tardó demasiado y llegó dañado.,2023-12-11,0,Ropa Mujer,Express,12,2
1647,58.0,Pantalones,36.09,4,El color es vibrante y el diseño hermoso.,2023-07-12,1,Ropa Hombre,Estándar,7,0
1648,32.0,Chaquetas,76.45,4,"Superó mis expectativas, volveré a comprar.",2023-05-22,1,Ropa Hombre,Estándar,5,2
1649,67.0,Chaquetas,120.18,4,"Totalmente recomendado, me queda perfecto.",2023-07-26,1,Ropa Hombre,Express,7,1
1651,30.0,Accesorios,92.3,3,"Llegó a tiempo, calidad aceptable.",2023-01-26,1,Ropa Hombre,Express,1,2
1652,28.0,Chaquetas,95.2,5,"Superó mis expectativas, volveré a comprar.",2023-10-23,1,Niños,Express,10,2
1653,43.0,Blusas,98.2,3,La talla es correcta pero el color varía.,2023-08-23,1,Niños,Express,8,1
1654,24.0,Accesorios,134.62,2,"Mala calidad, costuras sueltas.",2023-08-03,0,Deportes,Express,8,2
1655,41.0,Blusas,42.07,3,"Está bien, pero esperaba algo mejor.",2023-08-11,0,Deportes,Estándar,8,0
1656,25.0,Accesorios,32.27,3,"Está bien, pero esperaba algo mejor.",2023-09-25,0,Ropa Hombre,Estándar,9,2
1657,66.0,Blusas,135.41,3,La talla es correcta pero el color varía.,2023-04-08,0,Niños,Express,4,1
1658,67.0,Chaquetas,45.96,4,Muy cómodo y elegante para la oficina.,2023-08-04,1,Ropa Hombre,Estándar,8,0
1659,27.0,Chaquetas,34.88,5,Muy cómodo y elegante para la oficina.,2023-10-23,1,Deportes,Estándar,10,2
1660,25.0,Chaquetas,36.0,3,"Llegó a tiempo, calidad aceptable.",2023-04-03,1,Niños,Estándar,4,2
1661,47.0,Chaquetas,49.62,3,"Está bien, pero esperaba algo mejor.",2023-02-05,0,Ropa Hombre,Estándar,2,0
1662,54.0,Pantalones,136.26,5,Muy cómodo y elegante para la oficina.,2023-12-10,1,Ropa Hombre,Express,12,1
1663,40.0,Pantalones,55.83,4,Muy cómodo y elegante para la oficina.,2023-07-11,1,Deportes,Estándar,7,0
1664,55.0,Pantalones,55.99,3,"Llegó a tiempo, calidad aceptable.",2023-11-12,1,Niños,Estándar,11,0
1665,40.0,Blusas,77.04,3,"Está bien, pero esperaba algo mejor.",2023-04-16,0,Ropa Mujer,Estándar,4,2
1666,51.0,Blusas,112.88,4,"Totalmente recomendado, me queda perfecto.",2023-04-16,1,Ropa Hombre,Express,4,1
1667,32.0,Accesorios,118.3,5,Excelente calidad y envío rápido.,2023-08-07,1,Ropa Mujer,Express,8,2
1668,38.0,Pantalones,115.12,4,El color es vibrante y el diseño hermoso.,2023-02-07,1,Ropa Mujer,Express,2,2
1669,36.0,Chaquetas,30.8,5,El color es vibrante y el diseño hermoso.,2023-07-06,1,Deportes,Estándar,7,0
1670,42.0,Accesorios,143.45,2,El envío tardó demasiado y llegó dañado.,2023-03-18,0,Ropa Mujer,Express,3,1
1671,43.0,Chaquetas,89.61,3,"Llegó a tiempo, calidad aceptable.",2023-07-10,0,Niños,Express,7,1
1672,55.0,Chaquetas,52.62,3,"Está bien, pero esperaba algo mejor.",2023-08-14,1,Ropa Mujer,Estándar,8,0
1673,33.0,Accesorios,145.94,4,"Me encanta este producto, la tela es suave.",2023-01-06,1,Ropa Hombre,Express,1,2
1674,31.0,Vestidos,64.6,1,"La tela es muy mala, se rompió enseguida.",2023-11-11,0,Ropa Hombre,Estándar,11,2
1675,48.0,Accesorios,60.58,5,"Me encanta este producto, la tela es suave.",2023-10-14,1,Deportes,Estándar,10,0
1676,38.0,Pantalones,48.71,3,"Está bien, pero esperaba algo mejor.",2023-05-07,0,Niños,Estándar,5,0
1677,59.0,Pantalones,99.69,5,Muy cómodo y elegante para la oficina.,2023-09-30,1,Ropa Mujer,Express,9,1
1678,41.0,Pantalones,139.3,1,"No lo recomiendo, muy caro para lo que es.",2023-11-24,0,Niños,Express,11,1
1679,25.0,Vestidos,121.08,4,"Superó mis expectativas, volveré a comprar.",2023-06-05,1,Ropa Hombre,Express,6,2
1680,42.0,Accesorios,98.06,5,"Me encanta este producto, la tela es suave.",2023-10-13,1,Niños,Express,10,1
1681,56.0,Accesorios,65.73,5,Excelente calidad y envío rápido.,2023-09-26,1,Niños,Estándar,9,0
1682,60.0,Accesorios,42.6,3,"Llegó a tiempo, calidad aceptable.",2023-04-26,0,Ropa Hombre,Estándar,4,0
1683,32.0,Blusas,83.83,4,El color es vibrante y el diseño hermoso.,2023-11-09,1,Niños,Express,11,2
1684,69.0,Blusas,149.51,5,"Totalmente recomendado, me queda perfecto.",2023-04-08,1,Ropa Hombre,Express,4,1
1685,33.0,Blusas,21.7,5,Muy cómodo y elegante para la oficina.,2023-03-13,1,Niños,Estándar,3,0
1686,44.0,Chaquetas,97.45,2,El envío tardó demasiado y llegó dañado.,2023-05-19,0,Ropa Mujer,Express,5,1
1687,56.0,Vestidos,119.32,3,"Está bien, pero esperaba algo mejor.",2023-12-07,0,Deportes,Express,12,1
1688,57.0,Pantalones,17.59,5,Muy cómodo y elegante para la oficina.,2023-07-19,1,Ropa Hombre,Estándar,7,0
1689,58.0,Blusas,71.51,3,"Está bien, pero esperaba algo mejor.",2023-03-04,0,Deportes,Estándar,3,0
1690,57.0,Vestidos,50.84,4,"Totalmente recomendado, me queda perfecto.",2023-07-03,1,Deportes,Estándar,7,0
1691,55.0,Chaquetas,98.65,4,El color es vibrante y el diseño hermoso.,2023-03-09,1,Ropa Hombre,Express,3,1
1692,39.0,Pantalones,53.02,5,El color es vibrante y el diseño hermoso.,2023-02-27,1,Ropa Mujer,Estándar,2,0
1693,49.0,Blusas,61.83,4,"Totalmente recomendado, me queda perfecto.",2023-07-05,1,Ropa Mujer,Estándar,7,0
1694,52.0,Vestidos,50.24,3,"Llegó a tiempo, calidad aceptable.",2023-07-27,0,Niños,Estándar,7,0
1695,67.0,Chaquetas,23.34,1,"Talla incorrecta, es demasiado pequeño.",2023-10-14,0,Ropa Hombre,Estándar,10,0
1696,41.0,Accesorios,138.29,2,"No lo recomiendo, muy caro para lo que es.",2023-04-28,0,Ropa Mujer,Express,4,1
1697,59.0,Blusas,102.41,3,"Producto promedio, cumple su función.",2023-06-01,0,Ropa Hombre,Express,6,1
1698,22.0,Vestidos,142.11,5,"Totalmente recomendado, me queda perfecto.",2023-04-15,1,Ropa Hombre,Express,4,2
1699,61.0,Pantalones,69.32,5,El color es vibrante y el diseño hermoso.,2023-05-20,1,Deportes,Estándar,5,0
1701,19.0,Vestidos,96.51,5,El color es vibrante y el diseño hermoso.,2023-08-02,1,Ropa Hombre,Express,8,2
1702,38.0,Accesorios,30.78,4,Excelente calidad y envío rápido.,2023-09-07,1,Ropa Mujer,Estándar,9,0
1703,63.0,Chaquetas,73.57,2,"La tela es muy mala, se rompió enseguida.",2023-03-11,0,Deportes,Estándar,3,0
1704,66.0,Vestidos,44.42,1,El envío tardó demasiado y llegó dañado.,2023-01-18,0,Niños,Estándar,1,0
1705,38.0,Chaquetas,91.49,4,"Totalmente recomendado, me queda perfecto.",2023-02-09,1,Deportes,Express,2,2
1706,67.0,Pantalones,142.26,1,El envío tardó demasiado y llegó dañado.,2023-03-02,0,Ropa Mujer,Express,3,1
1707,22.0,Pantalones,25.21,3,"Producto promedio, cumple su función.",2023-12-24,0,Ropa Mujer,Estándar,12,2
1708,46.0,Accesorios,135.92,5,El color es vibrante y el diseño hermoso.,2023-11-03,1,Ropa Mujer,Express,11,1
1709,47.0,Vestidos,45.11,5,"Superó mis expectativas, volveré a comprar.",2023-08-08,1,Niños,Estándar,8,0
1710,47.0,Blusas,145.91,4,Excelente calidad y envío rápido.,2023-09-04,1,Deportes,Express,9,1
1711,48.0,Chaquetas,108.42,4,"Superó mis expectativas, volveré a comprar.",2023-04-21,1,Ropa Mujer,Express,4,1
1712,18.0,Blusas,92.98,3,"Está bien, pero esperaba algo mejor.",2023-07-28,0,Ropa Mujer,Express,7,2
1713,39.0,Vestidos,122.18,2,"La tela es muy mala, se rompió enseguida.",2023-01-17,0,Ropa Mujer,Express,1,1
1714,43.0,Accesorios,127.67,3,"Está bien, pero esperaba algo mejor.",2023-06-12,1,Ropa Mujer,Express,6,1
1715,63.0,Accesorios,126.19,3,"Está bien, pero esperaba algo mejor.",2023-09-02,0,Deportes,Express,9,1
1716,52.0,Chaquetas,106.69,1,"La tela es muy mala, se rompió enseguida.",2023-01-26,0,Ropa Hombre,Express,1,1
1717,64.0,Accesorios,70.05,2,"No se parece a la foto, muy decepcionado.",2023-05-26,0,Ropa Hombre,Estándar,5,0
1718,21.0,Blusas,111.49,1,"Talla incorrecta, es demasiado pequeño.",2023-01-19,0,Ropa Mujer,Express,1,2
1719,60.0,Chaquetas,25.37,3,"Llegó a tiempo, calidad aceptable.",2023-05-02,0,Deportes,Estándar,5,0
1720,65.0,Chaquetas,58.15,4,"Totalmente recomendado, me queda perfecto.",2023-02-19,1,Niños,Estándar,2,0
1721,18.0,Vestidos,116.25,4,Muy cómodo y elegante para la oficina.,2023-08-27,1,Niños,Express,8,2
1722,21.0,Vestidos,126.69,1,"Mala calidad, costuras sueltas.",2023-12-12,0,Niños,Express,12,2
1723,45.0,Accesorios,90.2,3,"Llegó a tiempo, calidad aceptable.",2023-06-20,0,Ropa Hombre,Express,6,1
1724,48.0,Blusas,44.76,5,El color es vibrante y el diseño hermoso.,2023-04-13,1,Deportes,Estándar,4,0
1725,59.0,Accesorios,53.57,1,"No lo recomiendo, muy caro para lo que es.",2023-05-26,0,Ropa Mujer,Estándar,5,0
1726,67.0,Accesorios,72.84,5,"Totalmente recomendado, me queda perfecto.",2023-06-22,1,Ropa Mujer,Estándar,6,0
1727,40.0,Accesorios,87.94,5,Muy cómodo y elegante para la oficina.,2023-04-18,1,Ropa Hombre,Express,4,2
1728,21.0,Accesorios,82.56,4,Excelente calidad y envío rápido.,2023-04-06,1,Deportes,Express,4,2
1729,26.0,Accesorios,92.36,3,"Producto promedio, cumple su función.",2023-11-19,0,Ropa Hombre,Express,11,2
1730,59.0,Vestidos,147.08,5,El color es vibrante y el diseño hermoso.,2023-12-03,1,Deportes,Express,12,1
1731,58.0,Vestidos,130.72,5,"Totalmente recomendado, me queda perfecto.",2023-01-22,1,Ropa Mujer,Express,1,1
1732,18.0,Chaquetas,120.75,3,"Producto promedio, cumple su función.",2023-01-03,1,Ropa Hombre,Express,1,2
1733,26.0,Chaquetas,104.03,4,"Me encanta este producto, la tela es suave.",2023-09-08,1,Niños,Express,9,2
1734,58.0,Blusas,23.87,5,"Superó mis expectativas, volveré a comprar.",2023-02-16,1,Deportes,Estándar,2,0
1735,69.0,Blusas,32.62,4,"Me encanta este producto, la tela es suave.",2023-03-15,1,Niños,Estándar,3,0
1736,31.0,Pantalones,108.2,3,"Producto promedio, cumple su función.",2023-01-25,0,Ropa Mujer,Express,1,2
1737,31.0,Vestidos,60.31,1,El envío tardó demasiado y llegó dañado.,2023-01-11,0,Niños,Estándar,1,2
1738,38.0,Accesorios,146.58,2,"No lo recomiendo, muy caro para lo que es.",2023-03-05,0,Ropa Hombre,Express,3,1
1739,19.0,Chaquetas,71.65,1,El envío tardó demasiado y llegó dañado.,2023-09-29,0,Ropa Mujer,Estándar,9,2
1740,66.0,Vestidos,130.82,5,Muy cómodo y elegante para la oficina.,2023-12-30,1,Ropa Hombre,Express,12,1
1741,60.0,Pantalones,64.16,4,Muy cómodo y elegante para la oficina.,2023-05-10,1,Niños,Estándar,5,0
1742,43.0,Vestidos,110.77,3,"Producto promedio, cumple su función.",2023-03-04,0,Deportes,Express,3,1
1743,57.0,Chaquetas,70.42,2,"Mala calidad, costuras sueltas.",2023-10-19,0,Niños,Estándar,10,0
1744,38.0,Accesorios,27.87,4,"Superó mis expectativas, volveré a comprar.",2023-06-24,1,Ropa Hombre,Estándar,6,0
1745,29.0,Accesorios,52.77,3,"Producto promedio, cumple su función.",2023-06-29,0,Ropa Hombre,Estándar,6,2
1746,54.0,Accesorios,80.39,4,El color es vibrante y el diseño hermoso.,2023-10-02,1,Deportes,Express,10,1
1747,30.0,Pantalones,123.73,5,El color es vibrante y el diseño hermoso.,2023-10-12,1,Ropa Mujer,Express,10,2
1748,37.0,Blusas,61.79,4,Excelente calidad y envío rápido.,2023-12-22,1,Ropa Hombre,Estándar,12,2
1749,47.0,Accesorios,109.12,2,"No lo recomiendo, muy caro para lo que es.",2023-08-09,0,Deportes,Express,8,1
1751,23.0,Chaquetas,121.72,2,"Talla incorrecta, es demasiado pequeño.",2023-02-19,0,Deportes,Express,2,2
1752,35.0,Accesorios,103.61,4,Muy cómodo y elegante para la oficina.,2023-11-20,1,Niños,Express,11,2
1753,46.0,Chaquetas,19.05,4,El color es vibrante y el diseño hermoso.,2023-05-27,1,Ropa Hombre,Estándar,5,0
